time,Open,High,Low,Close,Volume
18.10.2019 00:11:49.478,53.966,53.966,53.966,53.966,0
18.10.2019 00:11:50.368,53.960,53.960,53.960,53.960,0
18.10.2019 00:11:50.724,53.955,53.955,53.955,53.955,0.0004
18.10.2019 00:11:54.640,53.960,53.960,53.960,53.960,0
18.10.2019 00:12:01.493,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:12:25.345,53.966,53.966,53.966,53.966,0
18.10.2019 00:12:27.570,53.976,53.976,53.976,53.976,0
18.10.2019 00:12:27.748,53.971,53.971,53.971,53.971,0
18.10.2019 00:12:28.282,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:12:28.549,53.971,53.971,53.971,53.971,0
18.10.2019 00:12:45.904,53.966,53.966,53.966,53.966,0
18.10.2019 00:12:47.328,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:13:35.299,53.986,53.986,53.986,53.986,0
18.10.2019 00:13:36.634,53.981,53.981,53.981,53.981,0
18.10.2019 00:13:56.392,53.976,53.976,53.976,53.976,0
18.10.2019 00:14:00.041,53.981,53.981,53.981,53.981,0
18.10.2019 00:14:00.130,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:14:01.287,53.981,53.981,53.981,53.981,0
18.10.2019 00:14:03.156,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:14:03.334,53.981,53.981,53.981,53.981,0
18.10.2019 00:14:08.407,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:14:12.501,53.976,53.976,53.976,53.976,0
18.10.2019 00:14:15.171,53.986,53.986,53.986,53.986,0
18.10.2019 00:14:16.417,53.976,53.976,53.976,53.976,0
18.10.2019 00:14:22.469,53.986,53.986,53.986,53.986,0
18.10.2019 00:14:22.558,53.970,53.970,53.970,53.970,0
18.10.2019 00:14:25.139,53.976,53.976,53.976,53.976,0
18.10.2019 00:14:25.406,53.970,53.970,53.970,53.970,0
18.10.2019 00:14:28.076,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:15:01.362,53.976,53.976,53.976,53.976,0
18.10.2019 00:15:02.074,53.970,53.970,53.970,53.970,0
18.10.2019 00:15:07.325,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:15:21.031,53.991,53.991,53.991,53.991,0
18.10.2019 00:15:24.146,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:16:59.554,53.965,53.965,53.965,53.965,0.0004
18.10.2019 00:17:02.402,53.986,53.986,53.986,53.986,0
18.10.2019 00:17:06.496,53.980,53.980,53.980,53.980,0
18.10.2019 00:17:09.077,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:17:09.878,53.980,53.980,53.980,53.980,0
18.10.2019 00:17:11.658,53.975,53.975,53.975,53.975,0.0004
18.10.2019 00:17:28.123,53.991,53.991,53.991,53.991,0
18.10.2019 00:17:28.924,53.986,53.986,53.986,53.986,0
18.10.2019 00:17:33.730,53.980,53.980,53.980,53.980,0
18.10.2019 00:17:36.400,53.986,53.986,53.986,53.986,0
18.10.2019 00:18:03.990,53.981,53.981,53.981,53.981,0
18.10.2019 00:18:13.335,53.976,53.976,53.976,53.976,0
18.10.2019 00:18:24.460,53.970,53.970,53.970,53.970,0
18.10.2019 00:18:27.308,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:18:28.910,53.976,53.976,53.976,53.976,0
18.10.2019 00:18:32.114,53.970,53.970,53.970,53.970,0
18.10.2019 00:18:33.449,53.975,53.975,53.975,53.975,0.0003
18.10.2019 00:18:33.627,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:19:14.656,53.970,53.970,53.970,53.970,0
18.10.2019 00:19:14.834,53.986,53.986,53.986,53.986,0
18.10.2019 00:19:22.755,53.981,53.981,53.981,53.981,0
18.10.2019 00:19:27.828,53.975,53.975,53.975,53.975,0
18.10.2019 00:19:34.770,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:19:48.298,53.986,53.986,53.986,53.986,0
18.10.2019 00:19:54.172,53.981,53.981,53.981,53.981,0
18.10.2019 00:19:57.465,53.975,53.975,53.975,53.975,0
18.10.2019 00:21:12.403,53.971,53.971,53.971,53.971,0.0003
18.10.2019 00:21:12.581,53.971,53.971,53.971,53.971,0
18.10.2019 00:21:47.647,53.965,53.965,53.965,53.965,0
18.10.2019 00:21:50.584,53.971,53.971,53.971,53.971,0
18.10.2019 00:22:22.001,53.965,53.965,53.965,53.965,0
18.10.2019 00:22:35.262,53.966,53.966,53.966,53.966,0
18.10.2019 00:23:35.337,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:23:57.053,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:23:57.943,53.961,53.961,53.961,53.961,0
18.10.2019 00:24:00.524,53.955,53.955,53.955,53.955,0
18.10.2019 00:24:01.058,53.961,53.961,53.961,53.961,0
18.10.2019 00:24:04.796,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:24:16.544,53.961,53.961,53.961,53.961,0
18.10.2019 00:24:18.057,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:24:22.329,53.961,53.961,53.961,53.961,0
18.10.2019 00:24:41.286,53.955,53.955,53.955,53.955,0
18.10.2019 00:24:53.657,53.950,53.950,53.950,53.950,0
18.10.2019 00:25:03.981,53.955,53.955,53.955,53.955,0
18.10.2019 00:25:11.190,53.960,53.960,53.960,53.960,0
18.10.2019 00:25:16.085,53.965,53.965,53.965,53.965,0
18.10.2019 00:25:18.755,53.971,53.971,53.971,53.971,0
18.10.2019 00:25:18.933,53.965,53.965,53.965,53.965,0
18.10.2019 00:25:23.472,53.971,53.971,53.971,53.971,0
18.10.2019 00:25:31.571,53.965,53.965,53.965,53.965,0
18.10.2019 00:25:39.759,53.966,53.966,53.966,53.966,0
18.10.2019 00:28:28.147,53.961,53.961,53.961,53.961,0
18.10.2019 00:28:38.026,53.955,53.955,53.955,53.955,0
18.10.2019 00:28:46.837,53.971,53.971,53.971,53.971,0
18.10.2019 00:28:53.156,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:29:09.799,53.966,53.966,53.966,53.966,0
18.10.2019 00:29:22.704,53.960,53.960,53.960,53.960,0
18.10.2019 00:29:24.128,53.955,53.955,53.955,53.955,0.0004
18.10.2019 00:30:02.576,53.960,53.960,53.960,53.960,0
18.10.2019 00:30:04.445,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:30:11.654,53.971,53.971,53.971,53.971,0
18.10.2019 00:30:56.154,53.965,53.965,53.965,53.965,0.0003
18.10.2019 00:31:57.920,53.961,53.961,53.961,53.961,0.0004
18.10.2019 00:32:04.328,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:32:24.175,53.961,53.961,53.961,53.961,0
18.10.2019 00:32:51.409,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:32:54.168,53.961,53.961,53.961,53.961,0
18.10.2019 00:33:25.496,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:35:31.164,53.944,53.944,53.944,53.944,0.0005
18.10.2019 00:36:09.790,53.950,53.950,53.950,53.950,0
18.10.2019 00:36:30.438,53.955,53.955,53.955,53.955,0
18.10.2019 00:37:11.111,53.950,53.950,53.950,53.950,0
18.10.2019 00:37:26.775,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:37:26.953,53.955,53.955,53.955,53.955,0
18.10.2019 00:37:29.801,53.961,53.961,53.961,53.961,0
18.10.2019 00:37:31.759,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:37:32.916,53.961,53.961,53.961,53.961,0
18.10.2019 00:37:44.664,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:38:10.296,53.961,53.961,53.961,53.961,0
18.10.2019 00:38:11.008,53.955,53.955,53.955,53.955,0
18.10.2019 00:38:11.364,53.961,53.961,53.961,53.961,0
18.10.2019 00:38:12.788,53.955,53.955,53.955,53.955,0
18.10.2019 00:38:13.945,53.961,53.961,53.961,53.961,0
18.10.2019 00:38:30.054,53.955,53.955,53.955,53.955,0
18.10.2019 00:38:31.834,53.950,53.950,53.950,53.950,0
18.10.2019 00:38:32.368,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:38:43.048,53.961,53.961,53.961,53.961,0
18.10.2019 00:38:43.315,53.955,53.955,53.955,53.955,0
18.10.2019 00:38:48.655,53.950,53.950,53.950,53.950,0
18.10.2019 00:38:51.948,53.955,53.955,53.955,53.955,0.0003
18.10.2019 00:39:03.696,53.961,53.961,53.961,53.961,0
18.10.2019 00:39:04.586,53.955,53.955,53.955,53.955,0
18.10.2019 00:39:17.491,53.951,53.951,53.951,53.951,0
18.10.2019 00:39:21.051,53.955,53.955,53.955,53.955,0
18.10.2019 00:39:36.982,53.951,53.951,53.951,53.951,0
18.10.2019 00:39:55.939,53.955,53.955,53.955,53.955,0
18.10.2019 00:40:00.300,53.951,53.951,53.951,53.951,0
18.10.2019 00:40:09.289,53.935,53.935,53.935,53.935,0.0005
18.10.2019 00:40:29.136,53.941,53.941,53.941,53.941,0
18.10.2019 00:40:38.926,53.925,53.925,53.925,53.925,0.0005
18.10.2019 00:41:19.777,53.931,53.931,53.931,53.931,0
18.10.2019 00:41:30.991,53.925,53.925,53.925,53.925,0
18.10.2019 00:41:52.707,53.931,53.931,53.931,53.931,0
18.10.2019 00:41:55.911,53.925,53.925,53.925,53.925,0
18.10.2019 00:41:58.581,53.931,53.931,53.931,53.931,0
18.10.2019 00:42:02.141,53.925,53.925,53.925,53.925,0.0003
18.10.2019 00:42:20.208,53.931,53.931,53.931,53.931,0
18.10.2019 00:42:20.386,53.926,53.926,53.926,53.926,0
18.10.2019 00:43:38.261,53.921,53.921,53.921,53.921,0
18.10.2019 00:43:38.439,53.916,53.916,53.916,53.916,0
18.10.2019 00:43:39.062,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:43:43.156,53.921,53.921,53.921,53.921,0
18.10.2019 00:43:43.690,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:43:48.140,53.921,53.921,53.921,53.921,0
18.10.2019 00:43:48.852,53.915,53.915,53.915,53.915,0
18.10.2019 00:43:51.878,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:01.312,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:44:11.280,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:11.547,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:44:12.615,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:13.594,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:44:16.175,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:17.955,53.905,53.905,53.905,53.905,0.0006
18.10.2019 00:44:21.337,53.910,53.910,53.910,53.910,0
18.10.2019 00:44:21.782,53.905,53.905,53.905,53.905,0.0006
18.10.2019 00:44:22.761,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:23.562,53.915,53.915,53.915,53.915,0
18.10.2019 00:44:24.185,53.916,53.916,53.916,53.916,0
18.10.2019 00:44:24.452,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:26.232,53.916,53.916,53.916,53.916,0
18.10.2019 00:44:30.949,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:42.697,53.915,53.915,53.915,53.915,0
18.10.2019 00:44:42.875,53.921,53.921,53.921,53.921,0
18.10.2019 00:44:45.812,53.915,53.915,53.915,53.915,0
18.10.2019 00:44:46.435,53.921,53.921,53.921,53.921,0
18.10.2019 00:45:17.229,53.905,53.905,53.905,53.905,0.0005
18.10.2019 00:45:17.585,53.921,53.921,53.921,53.921,0
18.10.2019 00:45:18.297,53.905,53.905,53.905,53.905,0.0004
18.10.2019 00:45:45.353,53.911,53.911,53.911,53.911,0
18.10.2019 00:45:52.473,53.905,53.905,53.905,53.905,0
18.10.2019 00:46:17.838,53.911,53.911,53.911,53.911,0
18.10.2019 00:46:18.550,53.895,53.895,53.895,53.895,0.0003
18.10.2019 00:46:28.518,53.885,53.885,53.885,53.885,0.0003
18.10.2019 00:46:28.607,53.885,53.885,53.885,53.885,0.0004
18.10.2019 00:46:33.502,53.906,53.906,53.906,53.906,0
18.10.2019 00:46:34.392,53.896,53.896,53.896,53.896,0
18.10.2019 00:46:52.726,53.890,53.890,53.890,53.890,0
18.10.2019 00:46:52.993,53.885,53.885,53.885,53.885,0.0004
18.10.2019 00:47:03.673,53.895,53.895,53.895,53.895,0.0003
18.10.2019 00:47:03.851,53.901,53.901,53.901,53.901,0
18.10.2019 00:47:04.385,53.885,53.885,53.885,53.885,0.0004
18.10.2019 00:47:09.013,53.906,53.906,53.906,53.906,0
18.10.2019 00:47:10.971,53.901,53.901,53.901,53.901,0
18.10.2019 00:47:11.238,53.895,53.895,53.895,53.895,0
18.10.2019 00:48:00.277,53.896,53.896,53.896,53.896,0
18.10.2019 00:48:03.926,53.906,53.906,53.906,53.906,0
18.10.2019 00:48:04.015,53.885,53.885,53.885,53.885,0.0003
18.10.2019 00:48:18.700,53.890,53.890,53.890,53.890,0
18.10.2019 00:48:19.056,53.885,53.885,53.885,53.885,0.0003
18.10.2019 00:48:20.124,53.895,53.895,53.895,53.895,0.0003
18.10.2019 00:48:21.103,53.896,53.896,53.896,53.896,0
18.10.2019 00:48:27.689,53.895,53.895,53.895,53.895,0.0003
18.10.2019 00:48:43.264,53.901,53.901,53.901,53.901,0
18.10.2019 00:48:45.845,53.895,53.895,53.895,53.895,0
18.10.2019 00:48:58.038,53.901,53.901,53.901,53.901,0
18.10.2019 00:48:58.928,53.895,53.895,53.895,53.895,0
18.10.2019 00:49:01.509,53.900,53.900,53.900,53.900,0
18.10.2019 00:49:01.598,53.906,53.906,53.906,53.906,0
18.10.2019 00:49:06.315,53.916,53.916,53.916,53.916,0
18.10.2019 00:49:48.412,53.911,53.911,53.911,53.911,0
18.10.2019 00:49:48.768,53.905,53.905,53.905,53.905,0.0003
18.10.2019 00:49:52.951,53.911,53.911,53.911,53.911,0
18.10.2019 00:49:57.312,53.895,53.895,53.895,53.895,0.0005
18.10.2019 00:50:15.290,53.916,53.916,53.916,53.916,0
18.10.2019 00:51:27.825,53.911,53.911,53.911,53.911,0
18.10.2019 00:51:28.092,53.916,53.916,53.916,53.916,0
18.10.2019 00:51:30.139,53.911,53.911,53.911,53.911,0
18.10.2019 00:51:35.390,53.895,53.895,53.895,53.895,0.0005
18.10.2019 00:51:41.175,53.911,53.911,53.911,53.911,0
18.10.2019 00:51:41.353,53.905,53.905,53.905,53.905,0
18.10.2019 00:51:42.866,53.911,53.911,53.911,53.911,0
18.10.2019 00:51:46.515,53.895,53.895,53.895,53.895,0.0005
18.10.2019 00:51:48.651,53.900,53.900,53.900,53.900,0
18.10.2019 00:51:51.944,53.905,53.905,53.905,53.905,0.0003
18.10.2019 00:51:53.279,53.911,53.911,53.911,53.911,0
18.10.2019 00:51:55.148,53.906,53.906,53.906,53.906,0
18.10.2019 00:52:04.671,53.900,53.900,53.900,53.900,0
18.10.2019 00:52:07.341,53.895,53.895,53.895,53.895,0.0005
18.10.2019 00:52:08.231,53.911,53.911,53.911,53.911,0
18.10.2019 00:52:08.320,53.906,53.906,53.906,53.906,0
18.10.2019 00:52:11.524,53.900,53.900,53.900,53.900,0
18.10.2019 00:52:24.785,53.905,53.905,53.905,53.905,0.0003
18.10.2019 00:54:00.549,53.910,53.910,53.910,53.910,0
18.10.2019 00:54:00.816,53.915,53.915,53.915,53.915,0.0005
18.10.2019 00:54:30.186,53.931,53.931,53.931,53.931,0
18.10.2019 00:54:50.923,53.925,53.925,53.925,53.925,0.0003
18.10.2019 00:55:24.120,53.946,53.946,53.946,53.946,0
18.10.2019 00:57:01.842,53.925,53.925,53.925,53.925,0.0003
18.10.2019 00:57:13.323,53.926,53.926,53.926,53.926,0
18.10.2019 00:57:13.946,53.920,53.920,53.920,53.920,0
18.10.2019 00:57:21.689,53.915,53.915,53.915,53.915,0.0004
18.10.2019 00:57:24.804,53.931,53.931,53.931,53.931,0
18.10.2019 00:57:31.301,53.926,53.926,53.926,53.926,0
18.10.2019 00:57:31.479,53.920,53.920,53.920,53.920,0
18.10.2019 00:57:32.458,53.915,53.915,53.915,53.915,0.0004
18.10.2019 00:57:33.348,53.920,53.920,53.920,53.920,0
18.10.2019 00:57:42.782,53.926,53.926,53.926,53.926,0
18.10.2019 00:57:52.038,53.921,53.921,53.921,53.921,0
18.10.2019 00:57:53.195,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:58:22.476,53.921,53.921,53.921,53.921,0
18.10.2019 00:58:33.868,53.915,53.915,53.915,53.915,0
18.10.2019 00:58:36.716,53.921,53.921,53.921,53.921,0
18.10.2019 00:58:36.805,53.915,53.915,53.915,53.915,0.0003
18.10.2019 00:58:38.318,53.921,53.921,53.921,53.921,0
18.10.2019 00:58:39.208,53.916,53.916,53.916,53.916,0
18.10.2019 00:58:39.297,53.921,53.921,53.921,53.921,0
18.10.2019 00:58:46.061,53.905,53.905,53.905,53.905,0.0003
18.10.2019 00:58:57.542,53.906,53.906,53.906,53.906,0
18.10.2019 00:58:57.631,53.911,53.911,53.911,53.911,0
18.10.2019 00:58:58.788,53.906,53.906,53.906,53.906,0
18.10.2019 00:58:59.411,53.900,53.900,53.900,53.900,0
18.10.2019 00:59:00.390,53.906,53.906,53.906,53.906,0
18.10.2019 00:59:00.479,53.911,53.911,53.911,53.911,0
18.10.2019 00:59:01.725,53.906,53.906,53.906,53.906,0
18.10.2019 00:59:34.299,53.896,53.896,53.896,53.896,0
18.10.2019 00:59:58.240,53.886,53.886,53.886,53.886,0
18.10.2019 00:59:58.329,53.885,53.885,53.885,53.885,0.0003
18.10.2019 00:59:59.219,53.886,53.886,53.886,53.886,0
18.10.2019 01:00:03.135,53.896,53.896,53.896,53.896,0
18.10.2019 01:00:03.224,53.886,53.886,53.886,53.886,0
18.10.2019 01:00:03.669,53.880,53.880,53.880,53.880,0
18.10.2019 01:00:03.847,53.886,53.886,53.886,53.886,0
18.10.2019 01:00:05.004,53.885,53.885,53.885,53.885,0.0003
18.10.2019 01:00:05.360,53.906,53.906,53.906,53.906,0
18.10.2019 01:00:07.229,53.901,53.901,53.901,53.901,0
18.10.2019 01:00:07.318,53.885,53.885,53.885,53.885,0.0003
18.10.2019 01:00:07.941,53.886,53.886,53.886,53.886,0
18.10.2019 01:00:30.280,53.880,53.880,53.880,53.880,0
18.10.2019 01:00:30.458,53.875,53.875,53.875,53.875,0.0003
18.10.2019 01:00:30.903,53.891,53.891,53.891,53.891,0
18.10.2019 01:00:32.594,53.885,53.885,53.885,53.885,0.0003
18.10.2019 01:00:37.845,53.886,53.886,53.886,53.886,0
